2023-12-04 20:13:11 INFO  URL:19 - URI End Point : https://jnswdazms1.execute-api.us-east-1.amazonaws.com/dev/tollcollection
2023-12-04 20:13:14 INFO  TestUtils:27 - Env Name: stage
2023-12-04 20:13:14 INFO  Base:136 - Inside POSTRequest call
2023-12-04 20:13:14 INFO  TestUtils:38 - Getting Response Code
2023-12-04 20:13:14 INFO  TestUtils:40 - Status Code: 200
2023-12-04 20:13:14 INFO  TestUtils:25 - Status Code is returned as expected.
2023-12-04 20:13:14 INFO  TestUtils:64 - Getting Response Message
2023-12-04 20:13:14 INFO  TestUtils:66 - Response Message for message: success
2023-12-04 20:13:14 INFO  TestUtils:34 - Both texts are same
2023-12-04 20:13:14 INFO  URL:19 - URI End Point : https://jnswdazms1.execute-api.us-east-1.amazonaws.com/dev/cognito-user-list
2023-12-04 20:13:14 INFO  Base:150 - Inside GETRequest call
2023-12-04 20:13:15 INFO  TestUtils:38 - Getting Response Code
2023-12-04 20:13:15 INFO  TestUtils:40 - Status Code: 200
2023-12-04 20:13:15 INFO  TestUtils:25 - Status Code is returned as expected.
2023-12-04 20:13:15 INFO  TestUtils:64 - Getting Response Message
2023-12-04 20:13:15 INFO  TestUtils:66 - Response Message for message: User List!
2023-12-04 20:13:15 INFO  TestUtils:34 - Both texts are same
2023-12-04 20:13:15 INFO  URL:19 - URI End Point : https://jnswdazms1.execute-api.us-east-1.amazonaws.com/dev/cognito-create-user
2023-12-04 20:13:15 INFO  TestUtils:27 - Env Name: stage
2023-12-04 20:13:15 INFO  Base:136 - Inside POSTRequest call
2023-12-04 20:13:16 INFO  TestUtils:38 - Getting Response Code
2023-12-04 20:13:16 INFO  TestUtils:40 - Status Code: 200
2023-12-04 20:13:16 INFO  TestUtils:25 - Status Code is returned as expected.
2023-12-04 20:13:16 INFO  TestUtils:64 - Getting Response Message
2023-12-04 20:13:16 INFO  TestUtils:66 - Response Message for message: User Created successfully!
2023-12-04 20:13:16 INFO  TestUtils:34 - Both texts are same
